STATENAME,MTFCC,OID,GEOID,STATE,PLACE,PLACENS,BASENAME,NAME,LSADC,FUNCSTAT,PLACECC,AREALAND,AREAWATER,UR,CBSAPCI,NECTAPCI,CENTLAT,CENTLON,INTPTLAT,INTPTLON
Florida,G4210,2803090908097,1276087,12,76087,02403001,West DeLand,West DeLand CDP,57,S,U1,5569527,,,N,N,+29.0162164,-081.3343738,+29.0162164,-081.3343738
Florida,G4210,280303717607001,1276481,12,76481,02583388,West Lealman,West Lealman CDP,57,S,U2,8145161,322289,,N,N,+27.8191880,-082.7384483,+27.8198710,-082.7388845
Florida,G4210,28030385021848,1276487,12,76487,02403006,West Little River,West Little River CDP,57,S,U1,11877888,191593,,N,N,+25.8570492,-080.2366966,+25.8569151,-080.2369997
Florida,G4210,28030117565433,1276675,12,76675,02403008,West Pensacola,West Pensacola CDP,57,S,U1,18574233,392098,,N,N,+30.4263101,-087.2678805,+30.4267252,-087.2681145
Florida,G4210,28030385021850,1276700,12,76700,02403009,West Perrine,West Perrine CDP,57,S,U1,4530734,,,N,N,+25.6060968,-080.3638712,+25.6060968,-080.3638712
Florida,G4210,28030352006655,1276740,12,76740,02403010,West Samoset,West Samoset CDP,57,S,U1,3460001,,,N,N,+27.4702802,-082.5552033,+27.4702802,-082.5552033
Florida,G4210,28030341295618,1276937,12,76937,01853305,West Vero Corridor,West Vero Corridor CDP,57,S,U2,15169533,263927,,N,N,+27.6362576,-080.4843202,+27.6349739,-080.4827524
Florida,G4210,28030382288003,1276062,12,76062,02403011,Westchase,Westchase CDP,57,S,U1,25751454,2046369,,N,N,+28.0596816,-082.6110038,+28.0634133,-082.5996815
Florida,G4210,28030385021847,1276075,12,76075,02403012,Westchester,Westchester CDP,57,S,U1,20598100,395218,,N,N,+25.7471345,-080.3523300,+25.7453924,-080.3534574
Florida,G4210,28030364983748,1276290,12,76290,02628539,Westgate,Westgate CDP,57,S,U2,3933996,,,N,N,+26.6994110,-080.0988464,+26.6994110,-080.0988464
Florida,G4210,28030385021851,1276950,12,76950,02403016,Westview,Westview CDP,57,S,U1,7838004,414208,,N,N,+25.8825513,-080.2415446,+25.8823074,-080.2420277
Florida,G4210,28030385021852,1277075,12,77075,02403018,Westwood Lakes,Westwood Lakes CDP,57,S,U2,4294621,381408,,N,N,+25.7237425,-080.3717481,+25.7246533,-080.3693410
Florida,G4210,28030349540153,1277137,12,77137,02403019,Whiskey Creek,Whiskey Creek CDP,57,S,U1,4000358,188501,,N,N,+26.5733102,-081.8903087,+26.5711307,-081.8885627
Florida,G4210,28030386051859,1277275,12,77275,02403021,White City,White City CDP,57,S,U1,12979773,,,N,N,+27.3722755,-080.3403486,+27.3722755,-080.3403486
Florida,G4210,28030352006656,1277467,12,77467,02403025,Whitfield,Whitfield CDP,57,S,U1,3572186,51931,,N,N,+27.4115103,-082.5659864,+27.4107031,-082.5666635
Florida,G4210,280303928202656,1277470,12,77470,02629316,Whitfield,Whitfield CDP,57,S,U1,10752496,97459,,N,N,+30.8787166,-087.0613321,+30.8734583,-087.0666566
Florida,G4210,28030359410222,1277735,12,77735,02403029,Williamsburg,Williamsburg CDP,57,S,U1,9192987,250883,,N,N,+28.4014248,-081.4461523,+28.4012618,-081.4478022
Florida,G4210,2803087676626,1277837,12,77837,02403031,Williston Highlands,Williston Highlands CDP,57,S,U1,29313819,,,N,N,+29.3336118,-082.5356558,+29.3336118,-082.5356558
Florida,G4210,28030369643897,1277862,12,77862,02403032,Willow Oak,Willow Oak CDP,57,S,U1,8078664,65952,,N,N,+27.9215577,-082.0244867,+27.9219190,-082.0242473
Florida,G4210,28030382288004,1278025,12,78025,02403034,Wimauma,Wimauma CDP,57,S,U1,64829661,640560,,N,N,+27.6964528,-082.3033472,+27.6749088,-082.3131628
Florida,G4210,2803016953965569,1278063,12,78063,02806009,Winding Cypress,Winding Cypress CDP,57,S,U1,4767939,226336,,N,N,+26.0640169,-081.6782327,+26.0615956,-081.6773781
Florida,G4210,28030341295594,1278110,12,78110,02628540,Windsor,Windsor CDP,57,S,U1,2263950,,,N,N,+27.7867765,-080.4139989,+27.7867765,-080.4139989
Florida,G4210,28030341295619,1278225,12,78225,02403037,Winter Beach,Winter Beach CDP,57,S,U1,17815976,39491,,N,N,+27.7119776,-080.4253792,+27.7148696,-080.4243209
Florida,G4210,280303717607004,1278340,12,78340,02583390,Wiscon,Wiscon CDP,57,S,U1,2179903,814,,N,N,+28.5408876,-082.4664320,+28.5409823,-082.4661108
Florida,G4210,280303928202604,1278500,12,78500,02629317,Woodlawn Beach,Woodlawn Beach CDP,57,S,U1,6149509,10092458,,N,N,+30.3864676,-086.9943744,+30.3880552,-086.9960486
Florida,G4210,2803087487857,1278700,12,78700,02403043,Woodville,Woodville CDP,57,S,U1,21874100,33605,,N,N,+30.3120211,-084.2611792,+30.3151435,-084.2688475
Florida,G4210,280303717607014,1278740,12,78740,02583391,World Golf Village,World Golf Village CDP,57,S,U1,69500908,1042452,,N,N,+29.9653117,-081.4898340,+29.9679881,-081.4900601
Florida,G4210,2803088096473,1278800,12,78800,02403044,Wright,Wright CDP,57,S,U1,14230332,224564,,N,N,+30.4445449,-086.6418167,+30.4440986,-086.6419743
Florida,G4210,28030404137095,1278900,12,78900,02403046,Yalaha,Yalaha CDP,57,S,U1,14695255,22606744,,N,N,+28.7509135,-081.8193919,+28.7447112,-081.8225045
Florida,G4210,280303033238844,1278975,12,78975,02403047,Yeehaw Junction,Yeehaw Junction CDP,57,S,U1,4836467,26876,,N,N,+27.6993286,-080.8870892,+27.7032429,-080.8836043
Florida,G4210,2803078453178,1279175,12,79175,02403048,Yulee,Yulee CDP,57,S,U1,59982128,60638,,N,N,+30.6350178,-081.5678489,+30.6354176,-081.5695840
Florida,G4210,28030359410226,1279200,12,79200,02403049,Zellwood,Zellwood CDP,57,S,U1,9744247,422684,,N,N,+28.7294773,-081.5895183,+28.7218980,-081.5732338
Florida,G4210,28030366537146,1279231,12,79231,02403050,Zephyrhills North,Zephyrhills North CDP,57,S,U2,2576420,,,N,N,+28.2520700,-082.1653357,+28.2520700,-082.1653357
Florida,G4210,28030366537147,1279237,12,79237,02403051,Zephyrhills South,Zephyrhills South CDP,57,S,U2,5061171,,,N,N,+28.2151593,-082.1886980,+28.2151593,-082.1886980
Florida,G4210,28030366537148,1279243,12,79243,02403052,Zephyrhills West,Zephyrhills West CDP,57,S,U2,6848317,,,N,N,+28.2310943,-082.2051626,+28.2310943,-082.2051626
Georgia,G4210,2803016954954424,1302364,13,02364,99999998,Antioch,Antioch CDP,57,S,U1,6625442,349410,,N,N,+32.6789809,-085.0576399,+32.6828059,-085.0536262
Georgia,G4210,280304764364780,1302536,13,02536,02746617,Appling,Appling CDP,57,S,U1,22840621,20710,,N,N,+33.5587985,-082.3183470,+33.5709572,-082.3101546
Georgia,G4210,2803016954801958,1304700,13,04700,99999998,Axson,Axson CDP,57,S,U1,3894528,10338,,N,N,+31.2766232,-082.7237234,+31.2799374,-082.7271483
Georgia,G4210,28030105372740,1306884,13,06884,02402682,Belvedere Park,Belvedere Park CDP,57,S,U1,12683963,8840,,N,N,+33.7488550,-084.2599489,+33.7488549,-084.2597726
Georgia,G4210,2803016954960021,1306968,13,06968,99999998,Bemiss,Bemiss CDP,57,S,U1,20041304,171856,,N,N,+30.9317371,-083.2386057,+30.9329513,-083.2219378
Georgia,G4210,2803015930690365,1307380,13,07380,02806017,Berry College,Berry College CDP,57,S,U1,3164738,,,N,N,+34.2910436,-085.1877664,+34.2910436,-085.1877664
Georgia,G4210,2803016955047737,1309152,13,09152,99999998,Bolingbroke,Bolingbroke CDP,57,S,U1,4861388,113022,,N,N,+32.9400858,-083.7984624,+32.9384533,-083.7995903
Georgia,G4210,28030449088639,1309272,13,09272,02402702,Bonanza,Bonanza CDP,57,S,U1,2715340,,,N,N,+33.4588669,-084.3378165,+33.4588669,-084.3378165
Georgia,G4210,2803016955116924,1309768,13,09768,99999998,Box Springs,Box Springs CDP,57,S,U1,9029223,23303,,N,N,+32.5494713,-084.6568113,+32.5445599,-084.6575180
Georgia,G4210,280303938774102,1309852,13,09852,02587025,Boykin,Boykin CDP,57,S,U1,6271593,10340,,N,N,+31.1017128,-084.6848143,+31.1003295,-084.6840274
Georgia,G4210,2803016955051789,1310664,13,10664,99999998,Bristol,Bristol CDP,57,S,U1,4686733,4421,,N,N,+31.4506742,-082.2148212,+31.4516964,-082.2148314
Georgia,G4210,2803016953705215,1311626,13,11626,02806014,Buckhead,Buckhead CDP,57,S,U1,7071298,6263,,N,N,+31.8612606,-081.2623688,+31.8618446,-081.2603142
Georgia,G4210,280303938774275,1312484,13,12484,02587026,Calvary,Calvary CDP,57,S,U1,3984086,89574,,N,N,+30.7224356,-084.3541337,+30.7183121,-084.3570790
Georgia,G4210,28030105372741,1312834,13,12834,02402746,Candler-McAfee,Candler-McAfee CDP,57,S,U2,18035427,41411,,N,N,+33.7266440,-084.2722630,+33.7262219,-084.2708518
Georgia,G4210,280303938774878,1312960,13,12960,02587027,Canoochee,Canoochee CDP,57,S,U1,6108062,120557,,N,N,+32.6786319,-082.1785713,+32.6853969,-082.1736081
Georgia,G4210,2803016954950213,1314024,13,14024,99999998,Cataula,Cataula CDP,57,S,U1,16766544,68259,,N,N,+32.6565675,-084.8673200,+32.6650265,-084.8651650
Georgia,G4210,280303938774000,1314472,13,14472,02587028,Cedar Springs,Cedar Springs CDP,57,S,U1,7713784,,,N,N,+31.1873055,-085.0324405,+31.1873055,-085.0324405
Georgia,G4210,28030112998184,1315585,13,15585,02402766,Chattanooga Valley,Chattanooga Valley CDP,57,S,U1,19217251,,,N,N,+34.9241141,-085.3431192,+34.9241141,-085.3431192
Georgia,G4210,280303938772719,1315844,13,15844,02587029,Cherry Log,Cherry Log CDP,57,S,U1,2940796,17781,,N,N,+34.7864452,-084.3838555,+34.7850896,-084.3810472
Georgia,G4210,2803016954962086,1317132,13,17132,99999998,Clyattville,Clyattville CDP,57,S,U1,5928162,18879,,N,N,+30.6880418,-083.3154102,+30.6815147,-083.3109481
Georgia,G4210,2803016954840734,1317468,13,17468,99999998,Cogdell,Cogdell CDP,57,S,U1,2306388,,,N,N,+31.1662637,-082.7216382,+31.1662637,-082.7216382
Georgia,G4210,280303938775810,1317580,13,17580,02629784,Coleman,Coleman CDP,57,S,U1,1585477,18401,,N,N,+31.6716818,-084.8902268,+31.6685963,-084.8929576
Georgia,G4210,28030449088640,1319280,13,19280,02402794,Conley,Conley CDP,57,S,U1,4978128,49115,,N,N,+33.6397663,-084.3376210,+33.6422731,-084.3343336
Georgia,G4210,28030374532825,1319830,13,19830,02402800,Country Club Estates,Country Club Estates CDP,57,S,U1,11991816,338719,,N,N,+31.2113035,-081.4621833,+31.2070366,-081.4627001
Georgia,G4210,2803016955028848,1320372,13,20372,99999998,Crescent,Crescent CDP,57,S,U1,11803995,552694,,N,N,+31.5152896,-081.3751904,+31.5186590,-081.3702219
Georgia,G4210,280303938773699,1320550,13,20550,02587031,Crooked Creek,Crooked Creek CDP,57,S,U1,8367729,1557301,,N,N,+33.2616226,-083.2678715,+33.2656876,-083.2752497
Georgia,G4210,2803050033822,1322080,13,22080,02402402,Deenwood,Deenwood CDP,57,S,U1,8692816,80579,,N,N,+31.2476192,-082.3677181,+31.2468229,-082.3657277
Georgia,G4210,280303938773482,1322724,13,22724,02587032,Dewy Rose,Dewy Rose CDP,57,S,U1,4323149,18841,,N,N,+34.1681099,-082.9394632,+34.1715055,-082.9426729
Georgia,G4210,2803016954804681,1323060,13,23060,99999998,Dixie,Dixie CDP,57,S,U1,3892770,35422,,N,N,+30.7875249,-083.6679861,+30.7884461,-083.6680803
Georgia,G4210,2803016955071782,1323144,13,23144,99999998,Dixie Union,Dixie Union CDP,57,S,U1,1831010,6907,,N,N,+31.3419337,-082.4607615,+31.3464041,-082.4602998
Georgia,G4210,28030374532826,1323200,13,23200,02402410,Dock Junction,Dock Junction CDP,57,S,U1,24321762,3167362,,N,N,+31.2030450,-081.5155443,+31.2014053,-081.5156523
Georgia,G4210,28030105372746,1324264,13,24264,02402413,Druid Hills,Druid Hills CDP,57,S,U1,7702940,12148,,N,N,+33.7842571,-084.3272260,+33.7841498,-084.3292135
Georgia,G4210,280303717529220,1324876,13,24876,02583403,Dutch Island,Dutch Island CDP,57,S,U1,6372627,1549957,,N,N,+32.0046530,-081.0317213,+32.0035777,-081.0327757
Georgia,G4210,280303938773382,1324964,13,24964,02587033,Eagle Grove,Eagle Grove CDP,57,S,U1,4483185,53443,,N,N,+34.2918365,-083.0043389,+34.2855770,-083.0007218
Georgia,G4210,28030390074439,1325440,13,25440,02402429,East Griffin,East Griffin CDP,57,S,U1,3703519,59105,,N,N,+33.2439362,-084.2316757,+33.2434427,-084.2325991
Georgia,G4210,28030334173984,1325692,13,25692,02402432,East Newnan,East Newnan CDP,57,S,U1,7320394,240844,,N,N,+33.3460947,-084.7763277,+33.3457960,-084.7767250
Georgia,G4210,2803016954951345,1327064,13,27064,99999998,Ellerslie,Ellerslie CDP,57,S,U1,6439332,257609,,N,N,+32.6340992,-084.7977773,+32.6329129,-084.7884492
Georgia,G4210,280303938775428,1327512,13,27512,02587034,Empire,Empire CDP,57,S,U1,5957990,43079,,N,N,+32.3394395,-083.2950287,+32.3370518,-083.2829649
Georgia,G4210,280303938772090,1327736,13,27736,02587035,Epworth,Epworth CDP,57,S,U1,2672916,,,N,N,+34.9510317,-084.3807882,+34.9510317,-084.3807882
Georgia,G4210,2803016955030525,1328016,13,28016,99999998,Eulonia,Eulonia CDP,57,S,U1,8366143,122247,,N,N,+31.5253430,-081.4320384,+31.5333821,-081.4360581
Georgia,G4210,28030365604601,1328044,13,28044,02402464,Evans,Evans CDP,57,S,U1,65440860,3328097,,N,N,+33.5619507,-082.1350765,+33.5676443,-082.1405546
Georgia,G4210,2803016954943511,1328100,13,28100,99999998,Everett,Everett CDP,57,S,U1,2128162,2293,,N,N,+31.3920567,-081.6397894,+31.3976199,-081.6370404
Georgia,G4210,28030390074440,1328296,13,28296,02402465,Experiment,Experiment CDP,57,S,U1,7705708,19684,,N,N,+33.2789754,-084.2759897,+33.2860324,-084.2746408
Georgia,G4210,2803016954847607,1328324,13,28324,99999998,Faceville,Faceville CDP,57,S,U1,6636622,,,N,N,+30.7536979,-084.6372328,+30.7536979,-084.6372328
Georgia,G4210,28030497569413,1328520,13,28520,02402466,Fair Oaks,Fair Oaks CDP,57,S,U1,5102940,2563,,N,N,+33.9192990,-084.5444637,+33.9199749,-084.5444435
Georgia,G4210,2803016954839453,1328440,13,28440,99999998,Fairfield Plantation,Fairfield Plantation CDP,57,S,U1,10654087,1034786,,N,N,+33.6456998,-084.9254080,+33.6446576,-084.9284251
Georgia,G4210,2803016954849296,1328548,13,28548,99999998,Fairplay,Fairplay CDP,57,S,U1,7068283,15651,,N,N,+33.6187145,-084.8604559,+33.6182036,-084.8623630
Georgia,G4210,28030112998186,1328632,13,28632,02402472,Fairview,Fairview CDP,57,S,U1,19492635,,,N,N,+34.9295324,-085.2940375,+34.9295324,-085.2940375
Georgia,G4210,28030380193516,1331068,13,31068,02402504,Fort Stewart,Fort Stewart CDP,57,S,M2,28662422,,,N,N,+31.8811684,-081.6131698,+31.8811684,-081.6131698
Georgia,G4210,2803016955065172,1332132,13,32132,99999998,Gardi,Gardi CDP,57,S,U1,2486418,34965,,N,N,+31.5408819,-081.7969536,+31.5417872,-081.7995350
Georgia,G4210,28030361779738,1332482,13,32482,02402521,Georgetown,Georgetown CDP,57,S,U1,21327120,1615000,,N,N,+31.9849154,-081.2259968,+31.9827164,-081.2302751
Georgia,G4210,2803016954957486,1333280,13,33280,99999998,Glenn,Glenn CDP,57,S,U1,4977800,51980,,N,N,+33.1492993,-085.2091731,+33.1476924,-085.2140183
Georgia,G4210,2803016955050843,1333672,13,33672,99999998,Godfrey,Godfrey CDP,57,S,U1,2762263,41193,,N,N,+33.4513075,-083.5029730,+33.4458811,-083.5006247
Georgia,G4210,2803016954836803,1334176,13,34176,99999998,Gough,Gough CDP,57,S,U1,2185167,70670,,N,N,+33.0880193,-082.2285876,+33.0841054,-082.2313319
Georgia,G4210,28030105372748,1335240,13,35240,02402552,Gresham Park,Gresham Park CDP,57,S,U1,7271052,4868,,N,N,+33.7053257,-084.3155299,+33.7070165,-084.3119759
Georgia,G4210,28030373408747,1335814,13,35814,02402557,Gumlog,Gumlog CDP,57,S,U1,34803038,6771984,,N,N,+34.4951045,-083.0975538,+34.4988660,-083.0930413
Georgia,G4210,28030419248831,1336416,13,36416,02402563,Hannahs Mill,Hannahs Mill CDP,57,S,U1,11188155,93117,,N,N,+32.9369656,-084.3405825,+32.9373017,-084.3409450
Georgia,G4210,28030344776333,1336668,13,36668,02403290,Hardwick,Hardwick CDP,57,S,U1,12590544,25267,,N,N,+33.0522712,-083.2439808,+33.0455924,-083.2487963
Georgia,G4210,280303717529215,1337910,13,37910,02583404,Henderson,Henderson CDP,57,S,U1,4496000,182150,,N,N,+32.0101782,-081.2655678,+32.0070495,-081.2666020
Georgia,G4210,280303717529217,1338105,13,38105,02583405,Heron Bay,Heron Bay CDP,57,S,U1,11683480,991698,,N,N,+33.3392672,-084.1921366,+33.3390427,-084.1921624
Georgia,G4210,2803016954802554,1338292,13,38292,99999998,Hickox,Hickox CDP,57,S,U1,6943592,13899,,N,N,+31.1471376,-081.9953657,+31.1451162,-081.9949312
Georgia,G4210,28030384938720,1338866,13,38866,02402591,Hilltop,Hilltop CDP,57,S,U1,2492076,56741,,N,N,+33.1063816,-084.4382488,+33.1082347,-084.4371406
Georgia,G4210,2803016954803496,1340028,13,40028,99999998,Hortense,Hortense CDP,57,S,U1,4791719,10282,,N,N,+31.3326394,-081.9517271,+31.3289630,-081.9539817
Georgia,G4210,280303938775243,1340196,13,40196,02587037,Howard,Howard CDP,57,S,U1,7494895,48265,,N,N,+32.5982474,-084.3785982,+32.6040983,-084.3791042
Georgia,G4210,2803048373081,1341036,13,41036,02402612,Indian Springs,Indian Springs CDP,57,S,U1,6689068,,,N,N,+34.9605446,-085.1591634,+34.9605446,-085.1591634
Georgia,G4210,28030449088642,1341347,13,41347,02402621,Irondale,Irondale CDP,57,S,U1,8173703,118365,,N,N,+33.4772587,-084.3600295,+33.4832747,-084.3655120
Georgia,G4210,28030361779739,1341484,13,41484,02402623,Isle of Hope,Isle of Hope CDP,57,S,U1,5078387,832583,,N,N,+31.9848016,-081.0531676,+31.9859064,-081.0524752
Georgia,G4210,2803015922316757,1342128,13,42128,02806018,Jekyll Island,Jekyll Island CDP,57,S,U1,23277478,24303249,,N,N,+31.0628078,-081.4165002,+31.0637103,-081.4187305
Georgia,G4210,2803016955048534,1342772,13,42772,99999998,Juliette,Juliette CDP,57,S,U1,4747941,223526,,N,N,+33.1108236,-083.8093632,+33.1137117,-083.8084246
Georgia,G4210,2803015930690658,1343210,13,43210,02806016,Kennesaw State University,Kennesaw State University CDP,57,S,U1,1014769,,,N,N,+34.0378576,-084.5826421,+34.0378576,-084.5826421
Georgia,G4210,28030409583454,1343580,13,43580,02403176,Kings Bay Base,Kings Bay Base CDP,57,S,M2,7104655,177512,,N,N,+30.7984526,-081.5628047,+30.7992974,-081.5637194
Georgia,G4210,280303938776056,1344060,13,44060,02629785,Knoxville,Knoxville CDP,57,S,U1,827843,,,N,N,+32.7232588,-083.9959330,+32.7232588,-083.9959330
Georgia,G4210,2803048373082,1344900,13,44900,02403213,Lakeview,Lakeview CDP,57,S,U1,5883555,32573,,N,N,+34.9776799,-085.2538131,+34.9770713,-085.2536318
Georgia,G4210,28030267459314,1344956,13,44956,02403214,Lakeview Estates,Lakeview Estates CDP,57,S,U1,1316653,80720,,N,N,+33.7046541,-084.0367732,+33.7049801,-084.0376790
Georgia,G4210,28030419248832,1346524,13,46524,02403234,Lincoln Park,Lincoln Park CDP,57,S,U1,2219617,20255,,N,N,+32.8674184,-084.3348591,+32.8673807,-084.3355986
Georgia,G4210,28030263461679,1346580,13,46580,02403235,Lindale,Lindale CDP,57,S,U1,14185660,315852,,N,N,+34.1884149,-085.1808515,+34.1876922,-085.1807192
Georgia,G4210,28030105976500,1346832,13,46832,02403237,Lithia Springs,Lithia Springs CDP,57,S,U1,34980543,131797,,N,N,+33.7811151,-084.6487359,+33.7824868,-084.6484875
Georgia,G4210,28030103396262,1348288,13,48288,02403251,Mableton,Mableton CDP,57,S,U1,53313919,272100,,N,N,+33.8131919,-084.5655789,+33.8144692,-084.5657483
Georgia,G4210,2803016955066522,1349588,13,49588,99999998,Manor,Manor CDP,57,S,U1,2237689,38882,,N,N,+31.1044627,-082.5663843,+31.1030708,-082.5667063
Georgia,G4210,28030365604604,1350036,13,50036,02403257,Martinez,Martinez CDP,57,S,U1,37562004,301607,,N,N,+33.5209255,-082.0984659,+33.5204220,-082.1011790
Georgia,G4210,280303938773819,1350176,13,50176,02587038,Matthews,Matthews CDP,57,S,U1,9118730,31899,,N,N,+33.2175482,-082.3078915,+33.2193303,-082.3016586
Georgia,G4210,280303938774741,1350820,13,50820,02587039,Mendes,Mendes CDP,57,S,U1,1567070,20104,,N,N,+31.9953389,-081.9709380,+31.9947489,-081.9704365
Georgia,G4210,2803016955172578,1350960,13,50960,99999998,Mershon,Mershon CDP,57,S,U1,2268746,33732,,N,N,+31.4635972,-082.2537186,+31.4632559,-082.2527975
Georgia,G4210,2803016955025438,1351576,13,51576,99999998,Millwood,Millwood CDP,57,S,U1,615874,860,,N,N,+31.2655606,-082.6602690,+31.2653950,-082.6571985
Georgia,G4210,2803016954008581,1351660,13,51660,02806020,Milstead,Milstead CDP,57,S,U1,1130515,55811,,N,N,+33.6866955,-083.9904257,+33.6879460,-083.9907258
Georgia,G4210,280303938772387,1351744,13,51744,02587040,Mineral Bluff,Mineral Bluff CDP,57,S,U1,3649162,18711,,N,N,+34.9140430,-084.2776218,+34.9141508,-084.2776078
Georgia,G4210,28030361779740,1352332,13,52332,02403302,Montgomery,Montgomery CDP,57,S,U1,13506622,2303350,,N,N,+31.9438360,-081.1080818,+31.9478572,-081.0979202
Georgia,G4210,2803049845564,1352556,13,52556,02403305,Moody AFB,Moody AFB CDP,57,S,M2,10499014,16022,,N,N,+30.9714328,-083.1954240,+30.9696125,-083.1943051
Georgia,G4210,28030442934866,1353186,13,53186,02403313,Mountain Park,Mountain Park CDP,57,S,U1,15001087,95131,,N,N,+33.8457551,-084.1313102,+33.8466825,-084.1321556
Georgia,G4210,2803016954841448,1354012,13,54012,99999998,Musella,Musella CDP,57,S,U1,3321460,23327,,N,N,+32.8009325,-084.0333479,+32.8018666,-084.0323816
Georgia,G4210,2803016955027684,1354404,13,54404,99999998,Naylor,Naylor CDP,57,S,U1,1975218,8012,,N,N,+30.9088614,-083.0774155,+30.9101840,-083.0741843
Georgia,G4210,2803016954842865,1354768,13,54768,99999998,New England,New England CDP,57,S,U1,7992500,46085,,N,N,+34.9057103,-085.4880511,+34.9006653,-085.4922941
Georgia,G4210,280303938774996,1355944,13,55944,02587042,Norristown,Norristown CDP,57,S,U1,1052022,14298,,N,N,+32.5064788,-082.4981676,+32.5070402,-082.4986257
Georgia,G4210,28030105372751,1356112,13,56112,02403348,North Decatur,North Decatur CDP,57,S,U1,12720130,,,N,N,+33.8073370,-084.2888904,+33.8073370,-084.2888904
